Country Code,Country Name,Region,Age Group,Literacy Rate,Year
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),89.38412,2018
AGO,Angola,Sub-Saharan Africa ,Adult (male),79.37238,2014
ARG,Argentina,Latin America & Caribbean ,Adult (male),99.02464,2018
ARM,Armenia,Europe & Central Asia,Adult (male),99.85169,2017
ABW,Aruba,Latin America & Caribbean ,Adult (male),97.98672,2018
AZE,Azerbaijan,Europe & Central Asia,Adult (male),99.95566,2017
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),99.02601,2018
BGD,Bangladesh,South Asia,Adult (male),73.69787,2019
BRB,Barbados,Latin America & Caribbean ,Adult (male),99.7,2014
BLR,Belarus,Europe & Central Asia,Adult (male),99.79468,2018
BLZ,Belize,Latin America & Caribbean ,Adult (male),75.46045,2000
BEN,Benin,Sub-Saharan Africa ,Adult (male),47.70549,2018
BTN,Bhutan,South Asia,Adult (male),72.19546,2017
BOL,Bolivia,Latin America & Caribbean ,Adult (male),97.3792,2015
BIH,Bosnia and Herzegovina,Europe & Central Asia,Adult (male),99.50197,2013
BWA,Botswana,Sub-Saharan Africa ,Adult (male),84.57947,2013
BRA,Brazil,Latin America & Caribbean ,Adult (male),93.62169,2018
BRN,Brunei Darussalam,East Asia & Pacific,Adult (male),98.22334,2018
BGR,Bulgaria,Europe & Central Asia,Adult (male),98.92084,2011
BFA,Burkina Faso,Sub-Saharan Africa ,Adult (male),44.38781,2018
BDI,Burundi,Sub-Saharan Africa ,Adult (male),70.67425,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Adult (male),92.3831,2015
KHM,Cambodia,East Asia & Pacific,Adult (male),84.65119,2015
CMR,Cameroon,Sub-Saharan Africa ,Adult (male),81.3125,2018
CYM,Cayman Islands,Latin America & Caribbean ,Adult (male),99.32203,2007
CAF,Central African Republic,Sub-Saharan Africa ,Adult (male),50.35674,2018
TCD,Chad,Sub-Saharan Africa ,Adult (male),28.4492,2016
CHL,Chile,Latin America & Caribbean ,Adult (male),97.10372,2017
CHN,China,East Asia & Pacific,Adult (male),99.14399,2018
COL,Colombia,Latin America & Caribbean ,Adult (male),95.3248,2018
COM,Comoros,Sub-Saharan Africa ,Adult (male),60.19001,2018
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Adult (male),88.20814,2016
COG,"Congo, Rep.",Sub-Saharan Africa ,Adult (male),86.34369,2018
CRI,Costa Rica,Latin America & Caribbean ,Adult (male),98.06695,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Adult (male),49.65162,2018
HRV,Croatia,Europe & Central Asia,Adult (male),99.6995,2011
CUB,Cuba,Latin America & Caribbean ,Adult (male),99.73646,2012
CYP,Cyprus,Europe & Central Asia,Adult (male),99.54107,2011
CZE,Czechia,Europe & Central Asia,Adult (male),99.75965,2016
DOM,Dominican Republic,Latin America & Caribbean ,Adult (male),93.68262,2016
ECU,Ecuador,Latin America & Caribbean ,Adult (male),94.72685,2017
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (male),74.1049,2017
SLV,El Salvador,Latin America & Caribbean ,Adult (male),91.79537,2018
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Adult (male),97.58281,2010
ERI,Eritrea,Sub-Saharan Africa ,Adult (male),84.03972,2018
EST,Estonia,Europe & Central Asia,Adult (male),99.83261,2011
SWZ,Eswatini,Sub-Saharan Africa ,Adult (male),86.6949,2018
ETH,Ethiopia,Sub-Saharan Africa ,Adult (male),53.2727,2017
FJI,Fiji,East Asia & Pacific,Adult (male),99.19627,2017
GAB,Gabon,Sub-Saharan Africa ,Adult (male),85.38356,2018
GMB,"Gambia, The",Sub-Saharan Africa ,Adult (male),59.02532,2015
GEO,Georgia,Europe & Central Asia,Adult (male),99.41814,2017
GHA,Ghana,Sub-Saharan Africa ,Adult (male),80.25826,2018
GRC,Greece,Europe & Central Asia,Adult (male),98.64452,2018
GRD,Grenada,Latin America & Caribbean ,Adult (male),98.65,2014
GUM,Guam,East Asia & Pacific,Adult (male),99.32502,1990
GTM,Guatemala,Latin America & Caribbean ,Adult (male),85.64485,2014
GIN,Guinea,Sub-Saharan Africa ,Adult (male),38.61046,2014
GNB,Guinea-Bissau,Sub-Saharan Africa ,Adult (male),58.89319,2014
GUY,Guyana,Latin America & Caribbean ,Adult (male),85.83026,2014
HTI,Haiti,Latin America & Caribbean ,Adult (male),61.00667,2016
HND,Honduras,Latin America & Caribbean ,Adult (male),86.67326,2018
HUN,Hungary,Europe & Central Asia,Adult (male),99.2,2014
IND,India,South Asia,Adult (male),80.73892,2018
IDN,Indonesia,East Asia & Pacific,Adult (male),97.87111,2018
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (male),92.26007,2016
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),85.87867,2000
ITA,Italy,Europe & Central Asia,Adult (male),99.56451,2018
JAM,Jamaica,Latin America & Caribbean ,Adult (male),83.17,2014
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),98.53196,2018
KAZ,Kazakhstan,Europe & Central Asia,Adult (male),99.83287,2018
KEN,Kenya,Sub-Saharan Africa ,Adult (male),83.98201,2018
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Adult (male),99.99959,2008
KOR,"Korea, Rep.",East Asia & Pacific,Adult (male),99.4898,2008
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),96.54499,2018
KGZ,Kyrgyz Republic,Europe & Central Asia,Adult (male),99.74627,2018
LAO,Lao PDR,East Asia & Pacific,Adult (male),89.19461,2015
LVA,Latvia,Europe & Central Asia,Adult (male),99.86643,2018
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),97.41971,2018
LSO,Lesotho,Sub-Saharan Africa ,Adult (male),65.06486,2014
LBR,Liberia,Sub-Saharan Africa ,Adult (male),61.91804,2017
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),94.82,2004
LTU,Lithuania,Europe & Central Asia,Adult (male),99.77168,2011
MAC,"Macao SAR, China",East Asia & Pacific,Adult (male),98.82016,2016
MDG,Madagascar,Sub-Saharan Africa ,Adult (male),75.43486,2018
MWI,Malawi,Sub-Saharan Africa ,Adult (male),68.84503,2015
MYS,Malaysia,East Asia & Pacific,Adult (male),97.16286,2018
MDV,Maldives,South Asia,Adult (male),97.63757,2016
MLI,Mali,Sub-Saharan Africa ,Adult (male),42.73918,2018
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),93.9446,2018
MHL,Marshall Islands,East Asia & Pacific,Adult (male),98.88113,2011
MRT,Mauritania,Sub-Saharan Africa ,Adult (male),61.37806,2017
MUS,Mauritius,Sub-Saharan Africa ,Adult (male),93.39852,2018
MEX,Mexico,Latin America & Caribbean ,Adult (male),97.03488,2018
MDA,Moldova,Europe & Central Asia,Adult (male),99.65852,2014
MNG,Mongolia,East Asia & Pacific,Adult (male),98.173,2018
MNE,Montenegro,Europe & Central Asia,Adult (male),99.54232,2018
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),82.50866,2018
MOZ,Mozambique,Sub-Saharan Africa ,Adult (male),71.96292,2017
MMR,Myanmar,East Asia & Pacific,Adult (male),79.64427,2016
NAM,Namibia,Sub-Saharan Africa ,Adult (male),91.51648,2018
NPL,Nepal,South Asia,Adult (male),74.44488,2018
NCL,New Caledonia,East Asia & Pacific,Adult (male),98.78,2014
NIC,Nicaragua,Latin America & Caribbean ,Adult (male),81.37148,2015
NER,Niger,Sub-Saharan Africa ,Adult (male),40.16189,2018
NGA,Nigeria,Sub-Saharan Africa ,Adult (male),67.77887,2018
MKD,North Macedonia,Europe & Central Asia,Adult (male),99.1,2014
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),97.3958,2018
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),68.38682,2017
PLW,Palau,East Asia & Pacific,Adult (male),97.1539,2015
PAN,Panama,Latin America & Caribbean ,Adult (male),96.99069,2018
PNG,Papua New Guinea,East Asia & Pacific,Adult (male),67.09,2010
PRY,Paraguay,Latin America & Caribbean ,Adult (male),95.6537,2018
PER,Peru,Latin America & Caribbean ,Adult (male),97.2635,2018
PHL,Philippines,East Asia & Pacific,Adult (male),98.09288,2015
POL,Poland,Europe & Central Asia,Adult (male),99.63413,2008
PRT,Portugal,Europe & Central Asia,Adult (male),98.53006,2018
PRI,Puerto Rico (US),Latin America & Caribbean ,Adult (male),92.39005,2017
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),93.12322,2017
ROU,Romania,Europe & Central Asia,Adult (male),99.06235,2018
RUS,Russian Federation,Europe & Central Asia,Adult (male),99.73278,2018
RWA,Rwanda,Sub-Saharan Africa ,Adult (male),76.03343,2018
WSM,Samoa,East Asia & Pacific,Adult (male),99.13891,2018
SMR,San Marino,Europe & Central Asia,Adult (male),99.97698,2018
STP,Sao Tome and Principe,Sub-Saharan Africa ,Adult (male),96.31294,2018
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),97.59091,2017
SEN,Senegal,Sub-Saharan Africa ,Adult (male),60.29539,2017
SRB,Serbia,Europe & Central Asia,Adult (male),99.51265,2016
SYC,Seychelles,Sub-Saharan Africa ,Adult (male),96.78781,2018
SLE,Sierra Leone,Sub-Saharan Africa ,Adult (male),43.8535,2018
SGP,Singapore,East Asia & Pacific,Adult (male),99.26669,2018
SVN,Slovenia,Europe & Central Asia,Adult (male),99.73,2014
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Adult (male),3.05213,1972
ZAF,South Africa,Sub-Saharan Africa ,Adult (male),87.85576,2017
SSD,South Sudan,Sub-Saharan Africa ,Adult (male),37.50906,2018
ESP,Spain,Europe & Central Asia,Adult (male),99.32949,2018
LKA,Sri Lanka,South Asia,Adult (male),92.65532,2018
SDN,Sudan,Sub-Saharan Africa ,Adult (male),63.39501,2018
SUR,Suriname,Latin America & Caribbean ,Adult (male),96.23369,2018
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),86.87296,2004
TJK,Tajikistan,Europe & Central Asia,Adult (male),99.85,2014
TZA,Tanzania,Sub-Saharan Africa ,Adult (male),83.91896,2015
THA,Thailand,East Asia & Pacific,Adult (male),94.67015,2018
TLS,Timor-Leste,East Asia & Pacific,Adult (male),71.07285,2018
TGO,Togo,Sub-Saharan Africa ,Adult (male),74.71812,2015
TON,Tonga,East Asia & Pacific,Adult (male),99.38784,2018
TTO,Trinidad and Tobago,Latin America & Caribbean ,Adult (male),99.24,2010
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),88.27476,2014
TUR,Turkiye,Europe & Central Asia,Adult (male),99.28604,2017
TKM,Turkmenistan,Europe & Central Asia,Adult (male),99.81,2014
UGA,Uganda,Sub-Saharan Africa ,Adult (male),79.20384,2018
UKR,Ukraine,Europe & Central Asia,Adult (male),99.99987,2012
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),91.92193,2015
URY,Uruguay,Latin America & Caribbean ,Adult (male),98.5504,2018
UZB,Uzbekistan,Europe & Central Asia,Adult (male),99.99998,2018
VUT,Vanuatu,East Asia & Pacific,Adult (male),87.64194,2018
VEN,"Venezuela, RB",Latin America & Caribbean ,Adult (male),97.41915,2016
VNM,Viet Nam,East Asia & Pacific,Adult (male),96.10628,2018
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Adult (male),98.90298,2018
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (male),62.7,2004
ZMB,Zambia,Sub-Saharan Africa ,Adult (male),89.8173,2018
ZWE,Zimbabwe,Sub-Saharan Africa ,Adult (male),89.72554,2014
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),14.33139,2018
ALB,Albania,Europe & Central Asia,Adult (female),98.84535,2018
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),76.39797,2018
AGO,Angola,Sub-Saharan Africa ,Adult (female),47.12731,2014
ARG,Argentina,Latin America & Caribbean ,Adult (female),99.41023,2018
ARM,Armenia,Europe & Central Asia,Adult (female),99.87293,2017
ABW,Aruba,Latin America & Caribbean ,Adult (female),98.50884,2018
AZE,Azerbaijan,Europe & Central Asia,Adult (female),99.85647,2017
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),96.24749,2018
BGD,Bangladesh,South Asia,Adult (female),67.77464,2019
BRB,Barbados,Latin America & Caribbean ,Adult (female),99.7,2014
BLR,Belarus,Europe & Central Asia,Adult (female),99.84331,2018
BLZ,Belize,Latin America & Caribbean ,Adult (female),75.4051,2000
BEN,Benin,Sub-Saharan Africa ,Adult (female),22.44686,2018
BTN,Bhutan,South Asia,Adult (female),48.42457,2017
BOL,Bolivia,Latin America & Caribbean ,Adult (female),89.57309,2015
BIH,Bosnia and Herzegovina,Europe & Central Asia,Adult (female),98.58401,2013
BWA,Botswana,Sub-Saharan Africa ,Adult (female),87.17342,2013
BRA,Brazil,Latin America & Caribbean ,Adult (female),95.10276,2018
BRN,Brunei Darussalam,East Asia & Pacific,Adult (female),98.0621,2018
BGR,Bulgaria,Europe & Central Asia,Adult (female),98.53264,2011
BFA,Burkina Faso,Sub-Saharan Africa ,Adult (female),22.21381,2018
BDI,Burundi,Sub-Saharan Africa ,Adult (female),51.98618,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Adult (female),84.18067,2015
KHM,Cambodia,East Asia & Pacific,Adult (female),71.91506,2015
CMR,Cameroon,Sub-Saharan Africa ,Adult (female),69.4974,2018
CYM,Cayman Islands,Latin America & Caribbean ,Adult (female),99.12397,2007
CAF,Central African Republic,Sub-Saharan Africa ,Adult (female),24.53004,2018
TCD,Chad,Sub-Saharan Africa ,Adult (female),9.54922,2016
CHL,Chile,Latin America & Caribbean ,Adult (female),97.35503,2017
CHN,China,East Asia & Pacific,Adult (female),97.69209,2018
COL,Colombia,Latin America & Caribbean ,Adult (female),96.29664,2018
COM,Comoros,Sub-Saharan Africa ,Adult (female),44.13567,2018
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Adult (female),62.71874,2016
COG,"Congo, Rep.",Sub-Saharan Africa ,Adult (female),73.42524,2018
CRI,Costa Rica,Latin America & Caribbean ,Adult (female),98.36962,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Adult (female),35.03143,2018
HRV,Croatia,Europe & Central Asia,Adult (female),99.58874,2011
CUB,Cuba,Latin America & Caribbean ,Adult (female),99.76695,2012
CYP,Cyprus,Europe & Central Asia,Adult (female),99.56177,2011
CZE,Czechia,Europe & Central Asia,Adult (female),99.85111,2016
DOM,Dominican Republic,Latin America & Caribbean ,Adult (female),94.6992,2016
ECU,Ecuador,Latin America & Caribbean ,Adult (female),94.04965,2017
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (female),60.47947,2017
SLV,El Salvador,Latin America & Caribbean ,Adult (female),88.09234,2018
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Adult (female),91.55441,2010
ERI,Eritrea,Sub-Saharan Africa ,Adult (female),64.30591,2018
EST,Estonia,Europe & Central Asia,Adult (female),99.89544,2011
SWZ,Eswatini,Sub-Saharan Africa ,Adult (female),88.99831,2018
ETH,Ethiopia,Sub-Saharan Africa ,Adult (female),31.14743,2017
FJI,Fiji,East Asia & Pacific,Adult (female),99.38342,2017
GAB,Gabon,Sub-Saharan Africa ,Adult (female),82.63901,2018
GMB,"Gambia, The",Sub-Saharan Africa ,Adult (female),29.94839,2015
GEO,Georgia,Europe & Central Asia,Adult (female),99.56822,2017
GHA,Ghana,Sub-Saharan Africa ,Adult (female),68.91473,2018
GRC,Greece,Europe & Central Asia,Adult (female),98.96367,2018
GRD,Grenada,Latin America & Caribbean ,Adult (female),98.6,2014
GUM,Guam,East Asia & Pacific,Adult (female),99.56256,1990
GTM,Guatemala,Latin America & Caribbean ,Adult (female),72.48234,2014
GIN,Guinea,Sub-Saharan Africa ,Adult (female),14.79307,2014
GNB,Guinea-Bissau,Sub-Saharan Africa ,Adult (female),23.00579,2014
GUY,Guyana,Latin America & Caribbean ,Adult (female),85.554,2014
HTI,Haiti,Latin America & Caribbean ,Adult (female),52.92828,2016
HND,Honduras,Latin America & Caribbean ,Adult (female),87.53809,2018
HUN,Hungary,Europe & Central Asia,Adult (female),99.2,2014
IND,India,South Asia,Adult (female),61.72655,2018
IDN,Indonesia,East Asia & Pacific,Adult (female),95.65632,2018
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (female),82.59801,2016
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),59.21341,2000
ITA,Italy,Europe & Central Asia,Adult (female),99.58079,2018
JAM,Jamaica,Latin America & Caribbean ,Adult (female),94.4,2014
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),98.26275,2018
KAZ,Kazakhstan,Europe & Central Asia,Adult (female),99.74727,2018
KEN,Kenya,Sub-Saharan Africa ,Adult (female),75.2791,2018
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Adult (female),99.9996,2008
KOR,"Korea, Rep.",East Asia & Pacific,Adult (female),99.12827,2008
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),95.8265,2018
KGZ,Kyrgyz Republic,Europe & Central Asia,Adult (female),99.78392,2018
LAO,Lao PDR,East Asia & Pacific,Adult (female),77.69874,2015
LVA,Latvia,Europe & Central Asia,Adult (female),99.90114,2018
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),96.00629,2018
LSO,Lesotho,Sub-Saharan Africa ,Adult (female),85.46199,2014
LBR,Liberia,Sub-Saharan Africa ,Adult (female),30.06661,2017
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),73.9,2004
LTU,Lithuania,Europe & Central Asia,Adult (female),99.83535,2011
MAC,"Macao SAR, China",East Asia & Pacific,Adult (female),97.28182,2016
MDG,Madagascar,Sub-Saharan Africa ,Adult (female),69.72224,2018
MWI,Malawi,Sub-Saharan Africa ,Adult (female),50.51647,2015
MYS,Malaysia,East Asia & Pacific,Adult (female),96.00082,2018
MDV,Maldives,South Asia,Adult (female),98.57746,2016
MLI,Mali,Sub-Saharan Africa ,Adult (female),17.89013,2018
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),97.91634,2018
MHL,Marshall Islands,East Asia & Pacific,Adult (female),98.80814,2011
MRT,Mauritania,Sub-Saharan Africa ,Adult (female),39.18386,2017
MUS,Mauritius,Sub-Saharan Africa ,Adult (female),92.52182,2018
MEX,Mexico,Latin America & Caribbean ,Adult (female),95.98739,2018
MDA,Moldova,Europe & Central Asia,Adult (female),99.67172,2014
MNG,Mongolia,East Asia & Pacific,Adult (female),98.71931,2018
MNE,Montenegro,Europe & Central Asia,Adult (female),99.13941,2018
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),60.9694,2018
MOZ,Mozambique,Sub-Saharan Africa ,Adult (female),44.17937,2017
MMR,Myanmar,East Asia & Pacific,Adult (female),71.68072,2016
NAM,Namibia,Sub-Saharan Africa ,Adult (female),91.87141,2018
NPL,Nepal,South Asia,Adult (female),51.3455,2018
NCL,New Caledonia,East Asia & Pacific,Adult (female),98.7,2014
NIC,Nicaragua,Latin America & Caribbean ,Adult (female),81.67095,2015
NER,Niger,Sub-Saharan Africa ,Adult (female),22.46,2018
NGA,Nigeria,Sub-Saharan Africa ,Adult (female),46.99417,2018
MKD,North Macedonia,Europe & Central Asia,Adult (female),98.1,2014
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),92.30068,2018
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),35.73592,2017
PLW,Palau,East Asia & Pacific,Adult (female),98.1124,2015
PAN,Panama,Latin America & Caribbean ,Adult (female),95.74144,2018
PNG,Papua New Guinea,East Asia & Pacific,Adult (female),54.0,2010
PRY,Paraguay,Latin America & Caribbean ,Adult (female),94.99973,2018
PER,Peru,Latin America & Caribbean ,Adult (female),92.61877,2018
PHL,Philippines,East Asia & Pacific,Adult (female),98.31498,2015
POL,Poland,Europe & Central Asia,Adult (female),99.50455,2008
PRT,Portugal,Europe & Central Asia,Adult (female),98.73418,2018
PRI,Puerto Rico (US),Latin America & Caribbean ,Adult (female),92.39011,2017
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),95.22085,2017
ROU,Romania,Europe & Central Asia,Adult (female),98.89146,2018
RUS,Russian Federation,Europe & Central Asia,Adult (female),99.79982,2018
RWA,Rwanda,Sub-Saharan Africa ,Adult (female),65.45943,2018
WSM,Samoa,East Asia & Pacific,Adult (female),99.33499,2018
SMR,San Marino,Europe & Central Asia,Adult (female),99.97849,2018
STP,Sao Tome and Principe,Sub-Saharan Africa ,Adult (female),89.66285,2018
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),93.83348,2017
SEN,Senegal,Sub-Saharan Africa ,Adult (female),29.33113,2017
SRB,Serbia,Europe & Central Asia,Adult (female),99.39394,2016
SYC,Seychelles,Sub-Saharan Africa ,Adult (female),98.0903,2018
SLE,Sierra Leone,Sub-Saharan Africa ,Adult (female),22.27423,2018
SGP,Singapore,East Asia & Pacific,Adult (female),98.85506,2018
SVN,Slovenia,Europe & Central Asia,Adult (female),99.7,2014
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Adult (female),0.40788,1972
ZAF,South Africa,Sub-Saharan Africa ,Adult (female),87.51352,2017
SSD,South Sudan,Sub-Saharan Africa ,Adult (female),20.56471,2018
ESP,Spain,Europe & Central Asia,Adult (female),99.28767,2018
LKA,Sri Lanka,South Asia,Adult (female),92.38286,2018
SDN,Sudan,Sub-Saharan Africa ,Adult (female),50.59575,2018
SUR,Suriname,Latin America & Caribbean ,Adult (female),93.31031,2018
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),67.65711,2004
TJK,Tajikistan,Europe & Central Asia,Adult (female),99.8,2014
TZA,Tanzania,Sub-Saharan Africa ,Adult (female),71.61079,2015
THA,Thailand,East Asia & Pacific,Adult (female),91.24803,2018
TLS,Timor-Leste,East Asia & Pacific,Adult (female),59.13661,2018
TGO,Togo,Sub-Saharan Africa ,Adult (female),45.28717,2015
TON,Tonga,East Asia & Pacific,Adult (female),99.47934,2018
TTO,Trinidad and Tobago,Latin America & Caribbean ,Adult (female),99.2,2010
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),73.81278,2014
TUR,Turkiye,Europe & Central Asia,Adult (female),95.92654,2017
TKM,Turkmenistan,Europe & Central Asia,Adult (female),99.8,2014
UGA,Uganda,Sub-Saharan Africa ,Adult (female),61.44806,2018
UKR,Ukraine,Europe & Central Asia,Adult (female),99.96463,2012
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),94.87243,2015
URY,Uruguay,Latin America & Caribbean ,Adult (female),99.2407,2018
UZB,Uzbekistan,Europe & Central Asia,Adult (female),99.99998,2018
VUT,Vanuatu,East Asia & Pacific,Adult (female),86.06731,2018
VEN,"Venezuela, RB",Latin America & Caribbean ,Adult (female),98.14637,2016
VNM,Viet Nam,East Asia & Pacific,Adult (female),94.50264,2018
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Adult (female),96.04501,2018
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Adult (female),19.7,2004
ZMB,Zambia,Sub-Saharan Africa ,Adult (female),80.48297,2018
ZWE,Zimbabwe,Sub-Saharan Africa ,Adult (female),88.04848,2014
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),13.33184,2018
ALB,Albania,Europe & Central Asia,Elderly (both),93.35639,2018
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),33.50483,2018
ASM,American Samoa,East Asia & Pacific,Elderly (both),92.69841,1980
AGO,Angola,Sub-Saharan Africa ,Elderly (both),27.02533,2014
ARG,Argentina,Latin America & Caribbean ,Elderly (both),97.58353,2018
ARM,Armenia,Europe & Central Asia,Elderly (both),99.00238,2017
ABW,Aruba,Latin America & Caribbean ,Elderly (both),94.19651,2018
AZE,Azerbaijan,Europe & Central Asia,Elderly (both),98.48812,2017
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),71.5417,2018
BGD,Bangladesh,South Asia,Elderly (both),39.4286,2019
BRB,Barbados,Latin America & Caribbean ,Elderly (both),98.5,2014
BLR,Belarus,Europe & Central Asia,Elderly (both),99.44392,2018
BLZ,Belize,Latin America & Caribbean ,Elderly (both),54.41297,2000
BEN,Benin,Sub-Saharan Africa ,Elderly (both),8.22084,2018
BTN,Bhutan,South Asia,Elderly (both),22.85834,2017
BOL,Bolivia,Latin America & Caribbean ,Elderly (both),67.47343,2015
BIH,Bosnia and Herzegovina,Europe & Central Asia,Elderly (both),86.03942,2013
BWA,Botswana,Sub-Saharan Africa ,Elderly (both),39.61629,2013
BRA,Brazil,Latin America & Caribbean ,Elderly (both),78.54317,2018
BRN,Brunei Darussalam,East Asia & Pacific,Elderly (both),78.21901,2018
BGR,Bulgaria,Europe & Central Asia,Elderly (both),97.51726,2011
BFA,Burkina Faso,Sub-Saharan Africa ,Elderly (both),10.12673,2018
BDI,Burundi,Sub-Saharan Africa ,Elderly (both),30.78671,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Elderly (both),36.81937,2015
KHM,Cambodia,East Asia & Pacific,Elderly (both),53.0784,2015
CMR,Cameroon,Sub-Saharan Africa ,Elderly (both),40.5961,2018
CYM,Cayman Islands,Latin America & Caribbean ,Elderly (both),94.70526,2007
CAF,Central African Republic,Sub-Saharan Africa ,Elderly (both),32.80103,2018
TCD,Chad,Sub-Saharan Africa ,Elderly (both),7.02806,2016
CHL,Chile,Latin America & Caribbean ,Elderly (both),90.3911,2017
CHN,China,East Asia & Pacific,Elderly (both),84.9544,2018
COL,Colombia,Latin America & Caribbean ,Elderly (both),83.31654,2018
COM,Comoros,Sub-Saharan Africa ,Elderly (both),15.79318,2018
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Elderly (both),47.97039,2016
COG,"Congo, Rep.",Sub-Saharan Africa ,Elderly (both),74.19279,2018
CRI,Costa Rica,Latin America & Caribbean ,Elderly (both),93.29294,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Elderly (both),22.40707,2018
HRV,Croatia,Europe & Central Asia,Elderly (both),97.10822,2011
CUB,Cuba,Latin America & Caribbean ,Elderly (both),99.16398,2012
CYP,Cyprus,Europe & Central Asia,Elderly (both),93.79186,2011
CZE,Czechia,Europe & Central Asia,Elderly (both),99.94348,2016
DOM,Dominican Republic,Latin America & Caribbean ,Elderly (both),79.82159,2016
ECU,Ecuador,Latin America & Caribbean ,Elderly (both),72.99159,2017
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),32.90854,2017
SLV,El Salvador,Latin America & Caribbean ,Elderly (both),66.49685,2018
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Elderly (both),61.65636,2010
ERI,Eritrea,Sub-Saharan Africa ,Elderly (both),29.11212,2018
EST,Estonia,Europe & Central Asia,Elderly (both),99.72036,2011
