Country Code,Country Name,Region,Age Group,Literacy Rate,Year
SWZ,Eswatini,Sub-Saharan Africa ,Elderly (both),55.91555,2018
ETH,Ethiopia,Sub-Saharan Africa ,Elderly (both),15.21636,2017
FJI,Fiji,East Asia & Pacific,Elderly (both),95.12624,2017
GAB,Gabon,Sub-Saharan Africa ,Elderly (both),66.85491,2018
GMB,"Gambia, The",Sub-Saharan Africa ,Elderly (both),24.5,2015
GEO,Georgia,Europe & Central Asia,Elderly (both),98.81483,2017
GHA,Ghana,Sub-Saharan Africa ,Elderly (both),50.93298,2018
GRC,Greece,Europe & Central Asia,Elderly (both),95.19139,2018
GRD,Grenada,Latin America & Caribbean ,Elderly (both),96.2,2014
GUM,Guam,East Asia & Pacific,Elderly (both),95.8621,1990
GTM,Guatemala,Latin America & Caribbean ,Elderly (both),50.71098,2014
GIN,Guinea,Sub-Saharan Africa ,Elderly (both),13.11147,2014
GNB,Guinea-Bissau,Sub-Saharan Africa ,Elderly (both),19.46026,2014
GUY,Guyana,Latin America & Caribbean ,Elderly (both),49.89131,2014
HTI,Haiti,Latin America & Caribbean ,Elderly (both),14.7636,2016
HND,Honduras,Latin America & Caribbean ,Elderly (both),61.35828,2018
HUN,Hungary,Europe & Central Asia,Elderly (both),99.1,2014
IND,India,South Asia,Elderly (both),45.37899,2018
IDN,Indonesia,East Asia & Pacific,Elderly (both),74.34253,2018
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),36.77053,2016
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),18.58736,2000
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),79.75169,1983
ITA,Italy,Europe & Central Asia,Elderly (both),97.83191,2018
JAM,Jamaica,Latin America & Caribbean ,Elderly (both),66.6,2014
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),90.7055,2018
KAZ,Kazakhstan,Europe & Central Asia,Elderly (both),99.49632,2018
KEN,Kenya,Sub-Saharan Africa ,Elderly (both),57.42364,2018
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Elderly (both),99.98765,2008
KOR,"Korea, Rep.",East Asia & Pacific,Elderly (both),88.25016,2008
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),72.65371,2018
KGZ,Kyrgyz Republic,Europe & Central Asia,Elderly (both),97.13379,2018
LAO,Lao PDR,East Asia & Pacific,Elderly (both),58.57134,2015
LVA,Latvia,Europe & Central Asia,Elderly (both),99.9335,2018
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),71.66582,2018
LSO,Lesotho,Sub-Saharan Africa ,Elderly (both),51.44308,2014
LBR,Liberia,Sub-Saharan Africa ,Elderly (both),32.217,2017
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),24.2,2004
LTU,Lithuania,Europe & Central Asia,Elderly (both),99.81463,2011
MAC,"Macao SAR, China",East Asia & Pacific,Elderly (both),81.20001,2016
MDG,Madagascar,Sub-Saharan Africa ,Elderly (both),57.67624,2018
MWI,Malawi,Sub-Saharan Africa ,Elderly (both),35.14244,2015
MYS,Malaysia,East Asia & Pacific,Elderly (both),75.46179,2018
MDV,Maldives,South Asia,Elderly (both),90.23111,2016
MLI,Mali,Sub-Saharan Africa ,Elderly (both),19.082,2018
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),88.20953,2018
MHL,Marshall Islands,East Asia & Pacific,Elderly (both),89.40651,2011
MRT,Mauritania,Sub-Saharan Africa ,Elderly (both),27.97154,2017
MUS,Mauritius,Sub-Saharan Africa ,Elderly (both),73.17258,2018
MEX,Mexico,Latin America & Caribbean ,Elderly (both),80.66542,2018
MDA,Moldova,Europe & Central Asia,Elderly (both),97.14565,2014
MNG,Mongolia,East Asia & Pacific,Elderly (both),97.31936,2018
MNE,Montenegro,Europe & Central Asia,Elderly (both),96.85303,2018
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),34.111,2018
MOZ,Mozambique,Sub-Saharan Africa ,Elderly (both),31.11977,2017
MMR,Myanmar,East Asia & Pacific,Elderly (both),58.1954,2016
NAM,Namibia,Sub-Saharan Africa ,Elderly (both),69.70375,2018
NPL,Nepal,South Asia,Elderly (both),23.62916,2018
NCL,New Caledonia,East Asia & Pacific,Elderly (both),90.6,2014
NIC,Nicaragua,Latin America & Caribbean ,Elderly (both),56.1369,2015
NER,Niger,Sub-Saharan Africa ,Elderly (both),15.75,2018
NGA,Nigeria,Sub-Saharan Africa ,Elderly (both),28.28781,2018
MKD,North Macedonia,Europe & Central Asia,Elderly (both),92.6,2014
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),56.91774,2018
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),27.06483,2017
PLW,Palau,East Asia & Pacific,Elderly (both),84.7233,2015
PAN,Panama,Latin America & Caribbean ,Elderly (both),84.95008,2018
PNG,Papua New Guinea,East Asia & Pacific,Elderly (both),33.0,2010
PRY,Paraguay,Latin America & Caribbean ,Elderly (both),72.01436,2018
PER,Peru,Latin America & Caribbean ,Elderly (both),79.01215,2018
PHL,Philippines,East Asia & Pacific,Elderly (both),94.3187,2015
POL,Poland,Europe & Central Asia,Elderly (both),92.95673,2008
PRT,Portugal,Europe & Central Asia,Elderly (both),88.29531,2018
PRI,Puerto Rico (US),Latin America & Caribbean ,Elderly (both),92.38989,2017
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),70.4516,2017
ROU,Romania,Europe & Central Asia,Elderly (both),98.10771,2018
RUS,Russian Federation,Europe & Central Asia,Elderly (both),99.60087,2018
RWA,Rwanda,Sub-Saharan Africa ,Elderly (both),28.98491,2018
WSM,Samoa,East Asia & Pacific,Elderly (both),97.87896,2018
SMR,San Marino,Europe & Central Asia,Elderly (both),99.69922,2018
STP,Sao Tome and Principe,Sub-Saharan Africa ,Elderly (both),58.38964,2018
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),62.44881,2017
SEN,Senegal,Sub-Saharan Africa ,Elderly (both),27.6668,2017
SRB,Serbia,Europe & Central Asia,Elderly (both),96.55761,2016
SYC,Seychelles,Sub-Saharan Africa ,Elderly (both),78.99679,2018
SLE,Sierra Leone,Sub-Saharan Africa ,Elderly (both),4.5768,2018
SGP,Singapore,East Asia & Pacific,Elderly (both),86.43743,2018
SVN,Slovenia,Europe & Central Asia,Elderly (both),99.3,2014
ZAF,South Africa,Sub-Saharan Africa ,Elderly (both),54.52403,2017
SSD,South Sudan,Sub-Saharan Africa ,Elderly (both),11.44001,2018
ESP,Spain,Europe & Central Asia,Elderly (both),95.22294,2018
LKA,Sri Lanka,South Asia,Elderly (both),79.08699,2018
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Elderly (both),91.01739,1970
SDN,Sudan,Sub-Saharan Africa ,Elderly (both),28.76176,2018
SUR,Suriname,Latin America & Caribbean ,Elderly (both),81.01326,2018
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),39.04337,2004
TJK,Tajikistan,Europe & Central Asia,Elderly (both),98.1,2014
TZA,Tanzania,Sub-Saharan Africa ,Elderly (both),43.46219,2015
THA,Thailand,East Asia & Pacific,Elderly (both),78.73101,2015
TLS,Timor-Leste,East Asia & Pacific,Elderly (both),15.03702,2018
TGO,Togo,Sub-Saharan Africa ,Elderly (both),20.40721,2015
TON,Tonga,East Asia & Pacific,Elderly (both),99.18869,2018
TTO,Trinidad and Tobago,Latin America & Caribbean ,Elderly (both),93.8,2010
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),39.77147,2014
TUR,Turkiye,Europe & Central Asia,Elderly (both),80.43967,2017
TKM,Turkmenistan,Europe & Central Asia,Elderly (both),97.6,2014
UGA,Uganda,Sub-Saharan Africa ,Elderly (both),42.03978,2018
UKR,Ukraine,Europe & Central Asia,Elderly (both),99.95277,2012
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),68.98643,2015
URY,Uruguay,Latin America & Caribbean ,Elderly (both),97.81221,2018
UZB,Uzbekistan,Europe & Central Asia,Elderly (both),99.89066,2018
VUT,Vanuatu,East Asia & Pacific,Elderly (both),50.89275,2018
VEN,"Venezuela, RB",Latin America & Caribbean ,Elderly (both),88.10031,2016
VNM,Viet Nam,East Asia & Pacific,Elderly (both),85.84297,2018
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),77.48806,2018
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (both),13.7,2004
ZMB,Zambia,Sub-Saharan Africa ,Elderly (both),60.20006,2018
ZWE,Zimbabwe,Sub-Saharan Africa ,Elderly (both),81.1269,2014
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),24.74501,2018
ALB,Albania,Europe & Central Asia,Elderly (male),95.01833,2018
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),47.88923,2018
ASM,American Samoa,East Asia & Pacific,Elderly (male),94.21842,1980
AGO,Angola,Sub-Saharan Africa ,Elderly (male),47.48307,2014
ARG,Argentina,Latin America & Caribbean ,Elderly (male),98.14701,2018
ARM,Armenia,Europe & Central Asia,Elderly (male),99.52224,2017
ABW,Aruba,Latin America & Caribbean ,Elderly (male),94.72287,2018
AZE,Azerbaijan,Europe & Central Asia,Elderly (male),98.689,2017
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),85.13465,2018
BGD,Bangladesh,South Asia,Elderly (male),52.47126,2019
BRB,Barbados,Latin America & Caribbean ,Elderly (male),98.6,2014
BLR,Belarus,Europe & Central Asia,Elderly (male),99.74975,2018
BLZ,Belize,Latin America & Caribbean ,Elderly (male),52.86783,2000
BEN,Benin,Sub-Saharan Africa ,Elderly (male),16.31153,2018
BTN,Bhutan,South Asia,Elderly (male),35.96825,2017
BOL,Bolivia,Latin America & Caribbean ,Elderly (male),82.5782,2015
BIH,Bosnia and Herzegovina,Europe & Central Asia,Elderly (male),97.02527,2013
BWA,Botswana,Sub-Saharan Africa ,Elderly (male),43.53421,2013
BRA,Brazil,Latin America & Caribbean ,Elderly (male),79.33733,2018
BRN,Brunei Darussalam,East Asia & Pacific,Elderly (male),90.3043,2018
BGR,Bulgaria,Europe & Central Asia,Elderly (male),98.64129,2011
BFA,Burkina Faso,Sub-Saharan Africa ,Elderly (male),19.37523,2018
BDI,Burundi,Sub-Saharan Africa ,Elderly (male),46.4959,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Elderly (male),57.7332,2015
KHM,Cambodia,East Asia & Pacific,Elderly (male),76.89028,2015
CMR,Cameroon,Sub-Saharan Africa ,Elderly (male),59.71061,2018
CYM,Cayman Islands,Latin America & Caribbean ,Elderly (male),90.62725,2007
CAF,Central African Republic,Sub-Saharan Africa ,Elderly (male),54.51517,2018
TCD,Chad,Sub-Saharan Africa ,Elderly (male),10.03696,2016
CHL,Chile,Latin America & Caribbean ,Elderly (male),90.61795,2017
CHN,China,East Asia & Pacific,Elderly (male),92.82899,2018
COL,Colombia,Latin America & Caribbean ,Elderly (male),83.44235,2018
COM,Comoros,Sub-Saharan Africa ,Elderly (male),27.8733,2018
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Elderly (male),75.96216,2016
COG,"Congo, Rep.",Sub-Saharan Africa ,Elderly (male),87.8093,2018
CRI,Costa Rica,Latin America & Caribbean ,Elderly (male),93.42463,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Elderly (male),30.83578,2018
HRV,Croatia,Europe & Central Asia,Elderly (male),99.28057,2011
CUB,Cuba,Latin America & Caribbean ,Elderly (male),99.15391,2012
CYP,Cyprus,Europe & Central Asia,Elderly (male),97.56441,2011
CZE,Czechia,Europe & Central Asia,Elderly (male),99.96966,2016
DOM,Dominican Republic,Latin America & Caribbean ,Elderly (male),81.88349,2016
ECU,Ecuador,Latin America & Caribbean ,Elderly (male),77.3008,2017
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),43.20549,2017
SLV,El Salvador,Latin America & Caribbean ,Elderly (male),72.0867,2018
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Elderly (male),86.90153,2010
ERI,Eritrea,Sub-Saharan Africa ,Elderly (male),43.89023,2018
EST,Estonia,Europe & Central Asia,Elderly (male),99.80015,2011
SWZ,Eswatini,Sub-Saharan Africa ,Elderly (male),62.38422,2018
ETH,Ethiopia,Sub-Saharan Africa ,Elderly (male),23.87353,2017
FJI,Fiji,East Asia & Pacific,Elderly (male),95.9142,2017
GAB,Gabon,Sub-Saharan Africa ,Elderly (male),79.68751,2018
GMB,"Gambia, The",Sub-Saharan Africa ,Elderly (male),39.4,2015
GEO,Georgia,Europe & Central Asia,Elderly (male),99.24752,2017
GHA,Ghana,Sub-Saharan Africa ,Elderly (male),64.96667,2018
GRC,Greece,Europe & Central Asia,Elderly (male),97.71765,2018
GRD,Grenada,Latin America & Caribbean ,Elderly (male),96.58,2014
GUM,Guam,East Asia & Pacific,Elderly (male),97.5,1990
GTM,Guatemala,Latin America & Caribbean ,Elderly (male),60.90364,2014
GIN,Guinea,Sub-Saharan Africa ,Elderly (male),21.57806,2014
GNB,Guinea-Bissau,Sub-Saharan Africa ,Elderly (male),37.6826,2014
GUY,Guyana,Latin America & Caribbean ,Elderly (male),53.84911,2014
HTI,Haiti,Latin America & Caribbean ,Elderly (male),20.46316,2016
HND,Honduras,Latin America & Caribbean ,Elderly (male),65.21036,2018
HUN,Hungary,Europe & Central Asia,Elderly (male),99.42,2014
IND,India,South Asia,Elderly (male),61.67023,2018
IDN,Indonesia,East Asia & Pacific,Elderly (male),84.60673,2018
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),49.94369,2016
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),30.96061,2000
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),85.49324,1983
ITA,Italy,Europe & Central Asia,Elderly (male),98.49119,2018
JAM,Jamaica,Latin America & Caribbean ,Elderly (male),60.44,2014
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),96.46013,2018
KAZ,Kazakhstan,Europe & Central Asia,Elderly (male),99.44912,2018
KEN,Kenya,Sub-Saharan Africa ,Elderly (male),76.41725,2018
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Elderly (male),99.99171,2008
KOR,"Korea, Rep.",East Asia & Pacific,Elderly (male),89.32969,2008
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),88.80418,2018
KGZ,Kyrgyz Republic,Europe & Central Asia,Elderly (male),98.7103,2018
LAO,Lao PDR,East Asia & Pacific,Elderly (male),74.64927,2015
LVA,Latvia,Europe & Central Asia,Elderly (male),99.93719,2018
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),84.87649,2018
LSO,Lesotho,Sub-Saharan Africa ,Elderly (male),36.59563,2014
LBR,Liberia,Sub-Saharan Africa ,Elderly (male),56.84929,2017
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),46.65,2004
LTU,Lithuania,Europe & Central Asia,Elderly (male),99.826,2011
MAC,"Macao SAR, China",East Asia & Pacific,Elderly (male),91.32673,2016
MDG,Madagascar,Sub-Saharan Africa ,Elderly (male),67.66499,2018
MWI,Malawi,Sub-Saharan Africa ,Elderly (male),62.16461,2015
MYS,Malaysia,East Asia & Pacific,Elderly (male),85.67757,2018
MDV,Maldives,South Asia,Elderly (male),91.2063,2016
MLI,Mali,Sub-Saharan Africa ,Elderly (male),26.74464,2018
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),86.44756,2018
MHL,Marshall Islands,East Asia & Pacific,Elderly (male),92.78689,2011
MRT,Mauritania,Sub-Saharan Africa ,Elderly (male),44.04442,2017
MUS,Mauritius,Sub-Saharan Africa ,Elderly (male),93.35735,2018
MEX,Mexico,Latin America & Caribbean ,Elderly (male),84.48669,2018
MDA,Moldova,Europe & Central Asia,Elderly (male),98.83457,2014
MNG,Mongolia,East Asia & Pacific,Elderly (male),98.36351,2018
MNE,Montenegro,Europe & Central Asia,Elderly (male),99.30483,2018
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),51.4165,2018
MOZ,Mozambique,Sub-Saharan Africa ,Elderly (male),49.96799,2017
MMR,Myanmar,East Asia & Pacific,Elderly (male),70.5771,2016
NAM,Namibia,Sub-Saharan Africa ,Elderly (male),75.14808,2018
NPL,Nepal,South Asia,Elderly (male),41.50309,2018
NCL,New Caledonia,East Asia & Pacific,Elderly (male),92.93,2014
NIC,Nicaragua,Latin America & Caribbean ,Elderly (male),58.48808,2015
NER,Niger,Sub-Saharan Africa ,Elderly (male),22.79215,2018
NGA,Nigeria,Sub-Saharan Africa ,Elderly (male),40.10898,2018
MKD,North Macedonia,Europe & Central Asia,Elderly (male),97.3,2014
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),58.96638,2018
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),38.14394,2017
PLW,Palau,East Asia & Pacific,Elderly (male),89.56357,2015
PAN,Panama,Latin America & Caribbean ,Elderly (male),85.0231,2018
PNG,Papua New Guinea,East Asia & Pacific,Elderly (male),41.26,2010
PRY,Paraguay,Latin America & Caribbean ,Elderly (male),75.88686,2018
PER,Peru,Latin America & Caribbean ,Elderly (male),90.6067,2018
PHL,Philippines,East Asia & Pacific,Elderly (male),94.59927,2015
POL,Poland,Europe & Central Asia,Elderly (male),95.98734,2008
PRT,Portugal,Europe & Central Asia,Elderly (male),92.7467,2018
PRI,Puerto Rico (US),Latin America & Caribbean ,Elderly (male),92.38972,2017
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),79.47218,2017
ROU,Romania,Europe & Central Asia,Elderly (male),99.05181,2018
RUS,Russian Federation,Europe & Central Asia,Elderly (male),99.75763,2018
RWA,Rwanda,Sub-Saharan Africa ,Elderly (male),50.67618,2018
WSM,Samoa,East Asia & Pacific,Elderly (male),97.70508,2018
SMR,San Marino,Europe & Central Asia,Elderly (male),99.75635,2018
STP,Sao Tome and Principe,Sub-Saharan Africa ,Elderly (male),82.16782,2018
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),76.92605,2017
SEN,Senegal,Sub-Saharan Africa ,Elderly (male),46.21211,2017
SRB,Serbia,Europe & Central Asia,Elderly (male),99.30828,2016
SYC,Seychelles,Sub-Saharan Africa ,Elderly (male),76.36579,2018
SLE,Sierra Leone,Sub-Saharan Africa ,Elderly (male),9.71417,2018
SGP,Singapore,East Asia & Pacific,Elderly (male),95.48536,2018
SVN,Slovenia,Europe & Central Asia,Elderly (male),99.4,2014
ZAF,South Africa,Sub-Saharan Africa ,Elderly (male),59.94955,2017
SSD,South Sudan,Sub-Saharan Africa ,Elderly (male),17.33881,2018
ESP,Spain,Europe & Central Asia,Elderly (male),97.13156,2018
LKA,Sri Lanka,South Asia,Elderly (male),85.10044,2018
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Elderly (male),91.6,1970
SDN,Sudan,Sub-Saharan Africa ,Elderly (male),43.15977,2018
SUR,Suriname,Latin America & Caribbean ,Elderly (male),86.1813,2018
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),52.95215,2004
TJK,Tajikistan,Europe & Central Asia,Elderly (male),99.2,2014
TZA,Tanzania,Sub-Saharan Africa ,Elderly (male),58.86074,2015
THA,Thailand,East Asia & Pacific,Elderly (male),85.39046,2015
TLS,Timor-Leste,East Asia & Pacific,Elderly (male),21.41025,2018
TGO,Togo,Sub-Saharan Africa ,Elderly (male),39.34271,2015
TON,Tonga,East Asia & Pacific,Elderly (male),99.10655,2018
TTO,Trinidad and Tobago,Latin America & Caribbean ,Elderly (male),97.38,2010
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),55.79372,2014
TUR,Turkiye,Europe & Central Asia,Elderly (male),93.1912,2017
TKM,Turkmenistan,Europe & Central Asia,Elderly (male),98.87,2014
UGA,Uganda,Sub-Saharan Africa ,Elderly (male),65.90688,2018
UKR,Ukraine,Europe & Central Asia,Elderly (male),100.0,2012
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),77.1453,2015
URY,Uruguay,Latin America & Caribbean ,Elderly (male),97.28755,2018
UZB,Uzbekistan,Europe & Central Asia,Elderly (male),99.9997,2018
VUT,Vanuatu,East Asia & Pacific,Elderly (male),57.93638,2018
VEN,"Venezuela, RB",Latin America & Caribbean ,Elderly (male),89.81153,2016
VNM,Viet Nam,East Asia & Pacific,Elderly (male),94.49479,2018
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),91.4912,2018
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (male),25.69,2004
ZMB,Zambia,Sub-Saharan Africa ,Elderly (male),80.93389,2018
ZWE,Zimbabwe,Sub-Saharan Africa ,Elderly (male),92.72311,2014
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),3.47429,2018
ALB,Albania,Europe & Central Asia,Elderly (female),91.81642,2018
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),19.74525,2018
ASM,American Samoa,East Asia & Pacific,Elderly (female),91.21339,1980
AGO,Angola,Sub-Saharan Africa ,Elderly (female),11.43792,2014
ARG,Argentina,Latin America & Caribbean ,Elderly (female),97.17771,2018
ARM,Armenia,Europe & Central Asia,Elderly (female),98.6634,2017
ABW,Aruba,Latin America & Caribbean ,Elderly (female),93.80281,2018
AZE,Azerbaijan,Europe & Central Asia,Elderly (female),98.34047,2017
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),55.6903,2018
BGD,Bangladesh,South Asia,Elderly (female),24.99843,2019
BRB,Barbados,Latin America & Caribbean ,Elderly (female),98.5,2014
BLR,Belarus,Europe & Central Asia,Elderly (female),99.29602,2018
BLZ,Belize,Latin America & Caribbean ,Elderly (female),55.92052,2000
BEN,Benin,Sub-Saharan Africa ,Elderly (female),2.27464,2018
BTN,Bhutan,South Asia,Elderly (female),9.40589,2017
BOL,Bolivia,Latin America & Caribbean ,Elderly (female),54.01216,2015
BIH,Bosnia and Herzegovina,Europe & Central Asia,Elderly (female),78.10755,2013
BWA,Botswana,Sub-Saharan Africa ,Elderly (female),36.90777,2013
BRA,Brazil,Latin America & Caribbean ,Elderly (female),77.93813,2018
BRN,Brunei Darussalam,East Asia & Pacific,Elderly (female),66.77024,2018
BGR,Bulgaria,Europe & Central Asia,Elderly (female),96.74604,2011
BFA,Burkina Faso,Sub-Saharan Africa ,Elderly (female),4.14136,2018
BDI,Burundi,Sub-Saharan Africa ,Elderly (female),16.98549,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Elderly (female),22.68927,2015
KHM,Cambodia,East Asia & Pacific,Elderly (female),36.85877,2015
CMR,Cameroon,Sub-Saharan Africa ,Elderly (female),25.28158,2018
CYM,Cayman Islands,Latin America & Caribbean ,Elderly (female),98.61687,2007
CAF,Central African Republic,Sub-Saharan Africa ,Elderly (female),18.48871,2018
TCD,Chad,Sub-Saharan Africa ,Elderly (female),3.18916,2016
CHL,Chile,Latin America & Caribbean ,Elderly (female),90.2231,2017
CHN,China,East Asia & Pacific,Elderly (female),77.96914,2018
COL,Colombia,Latin America & Caribbean ,Elderly (female),83.21377,2018
COM,Comoros,Sub-Saharan Africa ,Elderly (female),5.68458,2018
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Elderly (female),23.32009,2016
COG,"Congo, Rep.",Sub-Saharan Africa ,Elderly (female),64.07371,2018
CRI,Costa Rica,Latin America & Caribbean ,Elderly (female),93.17866,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Elderly (female),12.97884,2018
HRV,Croatia,Europe & Central Asia,Elderly (female),95.71671,2011
CUB,Cuba,Latin America & Caribbean ,Elderly (female),99.17304,2012
CYP,Cyprus,Europe & Central Asia,Elderly (female),90.54665,2011
CZE,Czechia,Europe & Central Asia,Elderly (female),99.92478,2016
DOM,Dominican Republic,Latin America & Caribbean ,Elderly (female),78.00719,2016
ECU,Ecuador,Latin America & Caribbean ,Elderly (female),69.68211,2017
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),21.17772,2017
SLV,El Salvador,Latin America & Caribbean ,Elderly (female),62.11568,2018
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Elderly (female),37.72206,2010
ERI,Eritrea,Sub-Saharan Africa ,Elderly (female),17.39178,2018
EST,Estonia,Europe & Central Asia,Elderly (female),99.67288,2011
SWZ,Eswatini,Sub-Saharan Africa ,Elderly (female),52.28589,2018
ETH,Ethiopia,Sub-Saharan Africa ,Elderly (female),7.74338,2017
FJI,Fiji,East Asia & Pacific,Elderly (female),94.42323,2017
GAB,Gabon,Sub-Saharan Africa ,Elderly (female),56.74421,2018
GMB,"Gambia, The",Sub-Saharan Africa ,Elderly (female),8.63987,2015
GEO,Georgia,Europe & Central Asia,Elderly (female),98.52359,2017
GHA,Ghana,Sub-Saharan Africa ,Elderly (female),39.01499,2018
GRC,Greece,Europe & Central Asia,Elderly (female),93.17477,2018
GRD,Grenada,Latin America & Caribbean ,Elderly (female),96.0,2014
GUM,Guam,East Asia & Pacific,Elderly (female),94.3,1990
GTM,Guatemala,Latin America & Caribbean ,Elderly (female),40.66131,2014
GIN,Guinea,Sub-Saharan Africa ,Elderly (female),4.32833,2014
GNB,Guinea-Bissau,Sub-Saharan Africa ,Elderly (female),2.87105,2014
GUY,Guyana,Latin America & Caribbean ,Elderly (female),46.82116,2014
HTI,Haiti,Latin America & Caribbean ,Elderly (female),10.23779,2016
HND,Honduras,Latin America & Caribbean ,Elderly (female),58.20397,2018
HUN,Hungary,Europe & Central Asia,Elderly (female),98.9,2014
IND,India,South Asia,Elderly (female),30.28636,2018
IDN,Indonesia,East Asia & Pacific,Elderly (female),65.59053,2018
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),24.88208,2016
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),6.74603,2000
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),74.69983,1983
ITA,Italy,Europe & Central Asia,Elderly (female),97.32699,2018
JAM,Jamaica,Latin America & Caribbean ,Elderly (female),72.0,2014
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),85.60987,2018
KAZ,Kazakhstan,Europe & Central Asia,Elderly (female),99.52126,2018
KEN,Kenya,Sub-Saharan Africa ,Elderly (female),43.69533,2018
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Elderly (female),99.98556,2008
KOR,"Korea, Rep.",East Asia & Pacific,Elderly (female),87.32394,2008
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),55.05084,2018
KGZ,Kyrgyz Republic,Europe & Central Asia,Elderly (female),96.16295,2018
LAO,Lao PDR,East Asia & Pacific,Elderly (female),44.66432,2015
LVA,Latvia,Europe & Central Asia,Elderly (female),99.93169,2018
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Elderly (female),60.43398,2018
